"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Halifax Low Rate*","(50,60]","40k","Full time","Homeowner",0.4,99
"Balance Transfer","Post Office*","(50,60]","40k","Full time","Homeowner",0,780
"Balance Transfer","Santander*","(50,60]","40k","Full time","Homeowner",0.95,282
"Balance Transfer","MBNA Low Rate*","(60,70]","40k","Full time","Homeowner",0.1,452
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","40k","Full time","Homeowner",0.2,336
"Balance Transfer","Halifax Low Rate*","(60,70]","40k","Full time","Homeowner",0.2,343
"Balance Transfer","Post Office*","(60,70]","40k","Full time","Homeowner",0.4,163
"Balance Transfer","Santander*","(60,70]","40k","Full time","Homeowner",0.9,12
"Balance Transfer","Santander*","(20,30]","30k","Full time","Homeowner",0.6,226
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Full time","Homeowner",0,1908
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Homeowner",0,443
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Homeowner",0,451
"Balance Transfer","Santander*","(20,30]","30k","Full time","Homeowner",0.4,212
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Homeowner",0.2,349
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Homeowner",0.2,346
"Balance Transfer","Post Office*","(30,40]","30k","Part time","Homeowner",0.4,214
"Balance Transfer","Santander*","(30,40]","30k","Part time","Homeowner",0.3,66
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Full time","Private Tenant",0,2424
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Private Tenant",0,662
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Private Tenant",0,672
"Balance Transfer","Post Office*","(40,50]","30k","Full time","Private Tenant",0,1476
"Balance Transfer","Santander*","(40,50]","30k","Full time","Private Tenant",0,326
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Full time","Private Tenant",0,2976
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Private Tenant",0.9,142
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Private Tenant",0.9,138
"Balance Transfer","Santander*","(30,40]","30k","Full time","Homeowner",0.8,434
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Full time","Homeowner",0.1,1744
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Full time","Homeowner",0.2,991
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Full time","Homeowner",0.2,1019
"Balance Transfer","Post Office*","(30,40]","20k","Full time","Homeowner",0.4,601
"Balance Transfer","Santander*","(30,40]","20k","Full time","Homeowner",0.4,188
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Full time","Living with Parents",0,3358
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Living with Parents",0.9,229
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Living with Parents",0.9,233
"Balance Transfer","Post Office*","(20,30]","30k","Full time","Living with Parents",0,2523
"Balance Transfer","Santander*","(20,30]","30k","Full time","Living with Parents",0,346
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Living with Parents",0.95,729
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Living with Parents",0.95,740
"Balance Transfer","Santander*","(20,30]","20k","Full time","Living with Parents",0.95,1798
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Private Tenant",0.5,773
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Private Tenant",0.5,792
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","30k","Retired","Homeowner",0,114
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Retired","Homeowner",0,118
"Balance Transfer","Post Office*","(60,70]","30k","Retired","Homeowner",0,92
"Balance Transfer","Santander*","(60,70]","30k","Retired","Homeowner",0.95,42
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Part time","Homeowner",0,316
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Homeowner",0.5,57
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Homeowner",0.5,58
"Balance Transfer","Post Office*","(30,40]","30k","Part time","Homeowner",0,150
"Balance Transfer","Santander*","(30,40]","30k","Part time","Homeowner",0.95,104
"Balance Transfer","Santander*","(30,40]","30k","Full time","Private Tenant",0.9,444
"Balance Transfer","Post Office*","(30,40]","30k","Full time","Homeowner",0,2293
"Balance Transfer","Santander*","(30,40]","30k","Full time","Homeowner",0.95,1358
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Homeowner",0.2,1278
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Homeowner",0.2,1327
"Balance Transfer","Post Office*","(50,60]","20k","Full time","Homeowner",0.4,776
"Balance Transfer","Santander*","(50,60]","20k","Full time","Homeowner",0.3,278
"Balance Transfer","MBNA Low Rate*","(40,50]","80k","Full time","Homeowner",0,262
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","80k","Full time","Homeowner",0.5,64
"Balance Transfer","Halifax Low Rate*","(40,50]","80k","Full time","Homeowner",0.5,63
"Balance Transfer","Post Office*","(40,50]","80k","Full time","Homeowner",0,123
"Balance Transfer","Santander*","(40,50]","80k","Full time","Homeowner",0.95,42
"Balance Transfer","Santander*","(40,50]","50k","Full time","Homeowner",0.4,346
"Balance Transfer","MBNA Low Rate*","(20,30]","60k","Full time","Private Tenant",0.1,92
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","60k","Full time","Private Tenant",0.3,15
"Balance Transfer","Halifax Low Rate*","(20,30]","60k","Full time","Private Tenant",0.3,17
"Balance Transfer","Post Office*","(20,30]","60k","Full time","Private Tenant",0,96
"Balance Transfer","Santander*","(20,30]","60k","Full time","Private Tenant",0.95,44
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Part time","Homeowner",0.1,1510
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Homeowner",0.6,45
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Homeowner",0.6,48
"Balance Transfer","Post Office*","(40,50]","20k","Part time","Homeowner",0.7,24
"Balance Transfer","Santander*","(40,50]","20k","Part time","Homeowner",0.6,94
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Homemaker","Homeowner",0,154
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Homemaker","Homeowner",0.95,22
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Homemaker","Homeowner",0.95,21
"Balance Transfer","Post Office*","(30,40]","20k","Homemaker","Homeowner",0,36
"Balance Transfer","Santander*","(30,40]","20k","Homemaker","Homeowner",0.95,30
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Part time","Private Tenant",0.1,22
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Part time","Private Tenant",0.2,21
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Part time","Private Tenant",0.2,21
"Balance Transfer","Post Office*","(50,60]","20k","Part time","Private Tenant",0,74
"Balance Transfer","MBNA Low Rate*","(40,50]","50k","Part time","Homeowner",0.1,68
"Balance Transfer","Post Office*","(40,50]","50k","Part time","Homeowner",0.4,30
"Balance Transfer","Santander*","(50,60]","30k","Full time","Homeowner",0.95,478
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Homeowner",0,5290
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Homeowner",0.6,600
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Homeowner",0.6,589
"Balance Transfer","Post Office*","(30,40]","30k","Full time","Homeowner",0.6,177
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Full time","Living with Parents",0,338
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Living with Parents",0,111
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Living with Parents",0,113
"Balance Transfer","Post Office*","(40,50]","30k","Full time","Living with Parents",0,230
"Balance Transfer","Santander*","(40,50]","30k","Full time","Living with Parents",0,38
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Part time","Homeowner",0,567
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Part time","Homeowner",0,576
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Full time","Private Tenant",0,684
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Private Tenant",0.95,45
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Private Tenant",0.95,47
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Full time","Council Tenant",0.1,264
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Council Tenant",0.2,143
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Council Tenant",0.2,143
"Balance Transfer","Santander*","(40,50]","30k","Full time","Council Tenant",0.4,32
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Retired","Private Tenant",0.1,92
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Retired","Private Tenant",0.2,100
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Retired","Private Tenant",0.2,101
"Balance Transfer","Post Office*","(60,70]","20k","Retired","Private Tenant",0,174
"Balance Transfer","Santander*","(60,70]","20k","Retired","Private Tenant",0.4,24
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Self Employed","Homeowner",0.1,578
"Balance Transfer","Post Office*","(50,60]","20k","Self Employed","Homeowner",0,214
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Homeowner",0.4,46
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Homeowner",0,1016
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Homeowner",0,1036
"Balance Transfer","Post Office*","(40,50]","40k","Full time","Homeowner",0.95,42
"Balance Transfer","Santander*","(40,50]","40k","Full time","Homeowner",0.95,598
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Private Tenant",0.5,756
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Private Tenant",0.5,770
"Balance Transfer","Santander*","(30,40]","40k","Full time","Homeowner",0.5,182
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Part time","Private Tenant",0.1,112
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Private Tenant",0.2,88
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Private Tenant",0.2,92
"Balance Transfer","Post Office*","(30,40]","10k","Part time","Private Tenant",0,332
"Balance Transfer","Santander*","(30,40]","10k","Part time","Private Tenant",0.9,34
"Balance Transfer","Post Office*","(40,50]","40k","Full time","Homeowner",0.4,1817
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Full time","Council Tenant",0,904
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Council Tenant",0.7,75
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Council Tenant",0.7,79
"Balance Transfer","Post Office*","(40,50]","20k","Full time","Council Tenant",0,529
"Balance Transfer","Santander*","(40,50]","20k","Full time","Council Tenant",0.95,186
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Full time","Homeowner",0.1,2426
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Homeowner",0.2,1431
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Homeowner",0.2,1455
"Balance Transfer","Post Office*","(40,50]","20k","Full time","Homeowner",0,1082
"Balance Transfer","Santander*","(40,50]","20k","Full time","Homeowner",0.6,164
"Balance Transfer","MBNA Low Rate*","(40,50]","40k","Full time","Homeowner",0.1,4342
"Balance Transfer","Post Office*","(40,50]","40k","Full time","Homeowner",0.5,106
"Balance Transfer","Santander*","(40,50]","40k","Full time","Homeowner",0.5,170
"Balance Transfer","Santander*","(30,40]","30k","Full time","Homeowner",0.5,214
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Part time","Private Tenant",0,554
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Private Tenant",0.5,30
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Private Tenant",0.5,30
"Balance Transfer","Santander*","(30,40]","10k","Part time","Private Tenant",0.5,12
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Self Employed","Homeowner",0,262
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Self Employed","Homeowner",0.2,84
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Self Employed","Homeowner",0.2,82
"Balance Transfer","Post Office*","(40,50]","10k","Self Employed","Homeowner",0,127
"Balance Transfer","Santander*","(40,50]","10k","Self Employed","Homeowner",0.6,18
"Balance Transfer","MBNA Low Rate*","(50,60]","50k","Full time","Homeowner",0.1,1708
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Homeowner",0.2,1214
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Homeowner",0.2,1246
"Balance Transfer","Post Office*","(50,60]","50k","Full time","Homeowner",0.4,770
"Balance Transfer","Santander*","(50,60]","50k","Full time","Homeowner",0.2,364
"Balance Transfer","MBNA Low Rate*","(30,40]","60k","Full time","Homeowner",0,656
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","60k","Full time","Homeowner",0.9,30
"Balance Transfer","Halifax Low Rate*","(30,40]","60k","Full time","Homeowner",0.9,30
"Balance Transfer","Post Office*","(30,40]","60k","Full time","Homeowner",0,258
"Balance Transfer","Santander*","(30,40]","60k","Full time","Homeowner",0,106
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Living with Parents",0.1,754
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Living with Parents",0.4,109
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Living with Parents",0.4,112
"Balance Transfer","Post Office*","(30,40]","30k","Full time","Living with Parents",0,1187
"Balance Transfer","Santander*","(30,40]","30k","Full time","Living with Parents",0.6,98
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Private Tenant",0.2,361
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Private Tenant",0.2,374
"Balance Transfer","Santander*","(40,50]","40k","Full time","Private Tenant",0.6,70
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Private Tenant",0.7,449
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Private Tenant",0.7,459
"Balance Transfer","MBNA Low Rate*","(40,50]","50k","Full time","Homeowner",0,2206
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","50k","Full time","Homeowner",0,687
"Balance Transfer","Halifax Low Rate*","(40,50]","50k","Full time","Homeowner",0,701
"Balance Transfer","Post Office*","(40,50]","50k","Full time","Homeowner",0,933
"Balance Transfer","Santander*","(40,50]","50k","Full time","Homeowner",0,460
"Balance Transfer","MBNA Low Rate*","(50,60]","60k","Self Employed","Homeowner",0.1,52
"Balance Transfer","Post Office*","(50,60]","60k","Self Employed","Homeowner",0.4,37
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Full time","Living with Parents",0,1374
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Full time","Living with Parents",0,392
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Full time","Living with Parents",0,395
"Balance Transfer","Post Office*","(30,40]","20k","Full time","Living with Parents",0,1036
"Balance Transfer","Santander*","(30,40]","20k","Full time","Living with Parents",0,178
"Balance Transfer","MBNA Low Rate*","(40,50]","30k","Part time","Homeowner",0,224
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Part time","Homeowner",0.2,502
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Part time","Homeowner",0.2,525
"Balance Transfer","Post Office*","(40,50]","30k","Part time","Homeowner",0.4,314
"Balance Transfer","Santander*","(40,50]","30k","Part time","Homeowner",0.5,22
"Balance Transfer","MBNA Low Rate*","(20,30]","30k","Full time","Living with Parents",0.1,1652
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Living with Parents",0.2,942
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Living with Parents",0.2,970
"Balance Transfer","Santander*","(20,30]","30k","Full time","Living with Parents",0.5,128
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Full time","Homeowner",0.1,2112
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Homeowner",0.95,452
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Homeowner",0.95,457
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Full time","Homeowner",0,1666
"Balance Transfer","Post Office*","(20,30]","30k","Full time","Homeowner",0.6,80
"Balance Transfer","MBNA Low Rate*","(60,70]","10k","Homemaker","Homeowner",0,44
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Homemaker","Homeowner",0,18
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Homemaker","Homeowner",0,18
