"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",70,30,114,0
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",70,30,118,0
"Balance Transfer","Post Office*","Retired","Homeowner",70,30,92,0
"Balance Transfer","Santander*","Retired","Homeowner",70,30,42,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",40,30,316,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,30,57,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,30,58,0.5
"Balance Transfer","Post Office*","Part time","Homeowner",40,30,150,0
"Balance Transfer","Santander*","Part time","Homeowner",40,30,104,0.95
"Balance Transfer","Santander*","Full time","Private Tenant",40,30,444,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",40,30,2293,0
"Balance Transfer","Santander*","Full time","Homeowner",40,30,1358,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,20,1278,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,20,1327,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",60,20,776,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,20,278,0.3
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,80,262,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,80,64,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,80,63,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",50,80,123,0
"Balance Transfer","Santander*","Full time","Homeowner",50,80,42,0.95
"Balance Transfer","Santander*","Full time","Homeowner",50,50,346,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",30,60,92,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,60,15,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,60,17,0.3
"Balance Transfer","Post Office*","Full time","Private Tenant",30,60,96,0
"Balance Transfer","Santander*","Full time","Private Tenant",30,60,44,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",50,20,1510,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,20,45,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,20,48,0.6
"Balance Transfer","Post Office*","Part time","Homeowner",50,20,24,0.7
"Balance Transfer","Santander*","Part time","Homeowner",50,20,94,0.6
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",40,20,154,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",40,20,22,0.95
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",40,20,21,0.95
"Balance Transfer","Post Office*","Homemaker","Homeowner",40,20,36,0
"Balance Transfer","Santander*","Homemaker","Homeowner",40,20,30,0.95
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",60,20,22,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,20,21,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,20,21,0.2
"Balance Transfer","Post Office*","Part time","Private Tenant",60,20,74,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",50,50,68,0.1
"Balance Transfer","Post Office*","Part time","Homeowner",50,50,30,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,30,478,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,30,5290,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,30,600,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,30,589,0.6
"Balance Transfer","Post Office*","Full time","Homeowner",40,30,177,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",50,30,338,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",50,30,111,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",50,30,113,0
"Balance Transfer","Post Office*","Full time","Living with Parents",50,30,230,0
"Balance Transfer","Santander*","Full time","Living with Parents",50,30,38,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,20,567,0
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,20,576,0
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",60,20,684,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,20,45,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,20,47,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",50,30,264,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,30,143,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,30,143,0.2
"Balance Transfer","Santander*","Full time","Council Tenant",50,30,32,0.4
"Balance Transfer","MBNA Low Rate*","Retired","Private Tenant",70,20,92,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Private Tenant",70,20,100,0.2
"Balance Transfer","Halifax Low Rate*","Retired","Private Tenant",70,20,101,0.2
"Balance Transfer","Post Office*","Retired","Private Tenant",70,20,174,0
"Balance Transfer","Santander*","Retired","Private Tenant",70,20,24,0.4
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",60,20,578,0.1
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,20,214,0
"Balance Transfer","Santander*","Self Employed","Homeowner",60,20,46,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,40,1016,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,40,1036,0
"Balance Transfer","Post Office*","Full time","Homeowner",50,40,42,0.95
"Balance Transfer","Santander*","Full time","Homeowner",50,40,598,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,30,756,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,30,770,0.5
"Balance Transfer","Santander*","Full time","Homeowner",40,40,182,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",40,10,112,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",40,10,88,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",40,10,92,0.2
"Balance Transfer","Post Office*","Part time","Private Tenant",40,10,332,0
"Balance Transfer","Santander*","Part time","Private Tenant",40,10,34,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",50,40,1817,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",50,20,904,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,20,75,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,20,79,0.7
"Balance Transfer","Post Office*","Full time","Council Tenant",50,20,529,0
"Balance Transfer","Santander*","Full time","Council Tenant",50,20,186,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,20,2426,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,20,1431,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,20,1455,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,20,1082,0
"Balance Transfer","Santander*","Full time","Homeowner",50,20,164,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,40,4342,0.1
"Balance Transfer","Post Office*","Full time","Homeowner",50,40,106,0.5
"Balance Transfer","Santander*","Full time","Homeowner",50,40,170,0.5
"Balance Transfer","Santander*","Full time","Homeowner",40,30,214,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",40,10,554,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",40,10,30,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",40,10,30,0.5
"Balance Transfer","Santander*","Part time","Private Tenant",40,10,12,0.5
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",50,10,262,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,10,84,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,10,82,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,10,127,0
"Balance Transfer","Santander*","Self Employed","Homeowner",50,10,18,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,50,1708,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,50,1214,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,50,1246,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",60,50,770,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,50,364,0.2
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,60,656,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,60,30,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,60,30,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",40,60,258,0
"Balance Transfer","Santander*","Full time","Homeowner",40,60,106,0
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",40,30,754,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,30,109,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,30,112,0.4
"Balance Transfer","Post Office*","Full time","Living with Parents",40,30,1187,0
"Balance Transfer","Santander*","Full time","Living with Parents",40,30,98,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,40,361,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,40,374,0.2
"Balance Transfer","Santander*","Full time","Private Tenant",50,40,70,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,20,449,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,20,459,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,50,2206,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,50,687,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,50,701,0
"Balance Transfer","Post Office*","Full time","Homeowner",50,50,933,0
"Balance Transfer","Santander*","Full time","Homeowner",50,50,460,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",60,60,52,0.1
"Balance Transfer","Post Office*","Self Employed","Homeowner",60,60,37,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",40,20,1374,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,20,392,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,20,395,0
"Balance Transfer","Post Office*","Full time","Living with Parents",40,20,1036,0
"Balance Transfer","Santander*","Full time","Living with Parents",40,20,178,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",50,30,224,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",50,30,502,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",50,30,525,0.2
"Balance Transfer","Post Office*","Part time","Homeowner",50,30,314,0.4
"Balance Transfer","Santander*","Part time","Homeowner",50,30,22,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",30,30,1652,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,30,942,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,30,970,0.2
"Balance Transfer","Santander*","Full time","Living with Parents",30,30,128,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,20,2112,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,30,452,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,30,457,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,50,1666,0
"Balance Transfer","Post Office*","Full time","Homeowner",30,30,80,0.6
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",70,10,44,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",70,10,18,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",70,10,18,0
"Balance Transfer","Post Office*","Homemaker","Homeowner",70,10,12,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,30,3472,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,30,2270,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,30,2308,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",60,30,1402,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,30,216,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,20,45,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,20,46,0.5
"Balance Transfer","Post Office*","Full time","Homeowner",40,70,140,0.4
"Balance Transfer","Santander*","Full time","Homeowner",40,70,36,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",80,30,24,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",80,30,15,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",80,30,15,0
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",80,10,136,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",80,10,75,0
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",80,10,77,0
"Balance Transfer","Post Office*","Retired","Homeowner",80,10,52,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",60,60,380,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,60,129,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,60,126,0
"Balance Transfer","Post Office*","Full time","Homeowner",60,60,178,0
"Balance Transfer","Santander*","Full time","Homeowner",60,60,94,0
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",40,70,12,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,10,28,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,10,55,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,10,57,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,10,38,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,10,16,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",50,30,528,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,30,479,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,30,499,0.2
"Balance Transfer","Santander*","Full time","Private Tenant",50,30,62,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",60,40,404,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,40,58,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,40,59,0.5
"Balance Transfer","Santander*","Full time","Private Tenant",60,40,108,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,40,251,0
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,40,257,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",50,30,134,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,30,98,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,30,102,0.2
"Balance Transfer","Post Office*","Self Employed","Private Tenant",50,30,224,0
"Balance Transfer","Santander*","Self Employed","Private Tenant",50,30,12,0.6
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,20,2218,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,20,1082,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,20,1110,0
"Balance Transfer","Post Office*","Full time","Homeowner",40,20,1078,0
"Balance Transfer","Santander*","Full time","Homeowner",40,20,514,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,30,1688,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,30,1711,0
"Balance Transfer","Santander*","Full time","Homeowner",40,30,686,0
"Balance Transfer","Santander*","Full time","Homeowner",40,50,172,0.6
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",40,10,116,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",40,10,22,0.3
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",40,10,22,0.3
"Balance Transfer","Post Office*","Homemaker","Private Tenant",40,10,62,0
"Balance Transfer","Santander*","Homemaker","Private Tenant",40,10,20,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,80,326,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,80,15,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,80,15,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",50,80,12,0.9
"Balance Transfer","Santander*","Full time","Homeowner",50,80,12,0.8
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,10,54,0.4
"Balance Transfer","Santander*","Self Employed","Homeowner",50,10,24,0.3
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",50,50,88,0
"Balance Transfer","Post Office*","Full time","Council Tenant",50,50,50,0
